label,rssi,fft_peak,fft_mean,fft_std,fft_energy,dominant_frequency,dominant_frequency_magnitude,psd_mean,psd_std,psd_max,psd_min,psd_skewness,psd_kurtosis,psd_energy,spectral_centroid,spectral_spread,spectral_bandwidth,spectral_rolloff_85,spectral_rolloff_95,spectral_entropy,spectral_flatness,num_psd_peaks,peak_to_average_ratio,frequency_of_max_psd,low_freq_energy,mid_freq_energy,high_freq_energy,spectral_slope
0,-75,1351.1,138.8161332428151,230.54651082051313,2317491.5999999996,0.0,1351.1,1.3045697692651428,2.806209369074225,10.671601999157462,0.00835494504395374,2.4733177977131966,4.943525765017082,22.177686077507428,4.952396719422762,4.722366444294633,12.5,6.25,12.5,2.0248861287944306,0.09714881530268911,1,8.180163353781653,3.125,0.9263328859084996,0.0664541485368741,0.007212920464261431,-2.7515567216258066
0,-79,1271.1,149.16397751851153,211.95927453371078,2149652.04,0.0,1271.1,1.8504621661387763,3.827389747576814,14.108742942674164,0.01925757025308202,2.432697612569358,4.397007032587267,31.457856824359197,7.171035221746671,6.042921471304646,18.75,9.375,18.75,2.2301558872535883,0.17036074976505652,1,7.6244386815403775,6.25,0.8554497766429656,0.1291960746789995,0.015354116889474795,-2.445901103999105
0,-79,1084.5,137.81212063529753,179.93240579729434,1643771.24,0.0,1084.5,1.680467334857065,3.2285941579443045,11.124563254789528,0.004328838641660275,2.13448618988085,3.044326659818733,28.567944692570105,6.518914415318685,5.493261449603005,15.625,9.375,15.625,2.2877871306043116,0.12966974104649565,1,6.619918402530177,6.25,0.8980308231646666,0.08960716450716305,0.012361977323903293,-2.686083646719806
0,-77,1284.6,142.87713367939034,215.89129856611092,2144733.6999999997,0.0,1284.6,1.2944254507845634,2.872554815134213,11.238375458131332,0.008818770340037743,2.5739546553536945,5.716820565173183,22.005232663337576,4.511164878767341,5.025997686339985,12.5,6.25,12.5,1.9420533803277513,0.09857457948244097,1,8.682127479177865,3.125,0.929966248411733,0.06112854433896354,0.008905161805568813,-2.5277910548649674
0,-76,1189.7,133.52754015029683,195.74756964368902,1796694.8800000001,0.0,1189.7,1.285550904986264,2.7743809951337837,10.753948401538452,0.008852673931070067,2.50730473763738,5.325933892053181,21.854365384766485,4.816744740044296,5.498278370372543,15.625,6.25,15.625,2.025987649537977,0.11480510447753464,1,8.365238587276924,3.125,0.9162019701706628,0.07220641508956946,0.011591568982321008,-2.4246668042799837
0,-81,1097.2,134.7470885568801,186.54042189414156,1694531.42,0.0,1097.2,1.0310605895519362,1.8425683336794252,6.120154183684947,0.018676164389639257,2.088356457264965,2.8160627976844843,17.528030022382918,7.280733527318784,6.573715569351158,21.875,12.5,21.875,2.4933802434984655,0.19661338732135406,1,5.9357794390775,3.125,0.8261420926323981,0.15368663172394967,0.020171218592178516,-2.3443051516546816
0,-84,1104.9,141.67492974987692,180.12442721731955,1680531.0400000005,0.0,1104.9,2.0241452918738934,3.82305773748844,12.244776306537796,0.0030565247829339864,2.032939578148128,2.5837310993211497,34.41046996185619,5.9042014871370805,5.0453202491848135,15.625,9.375,15.625,2.272502527145773,0.10365292397141261,1,6.049353426526277,3.125,0.90663500989543,0.08509945118737348,0.008265509856274838,-2.8491938911659505
0,-92,453.29999999999995,79.87035538705854,70.06186609236843,361214.04,0.0,453.29999999999995,0.20054498825781067,0.36671737329897014,1.463979801761462,0.0012025724089043401,2.5086001193404557,5.564771195181951,3.4092648003827812,6.387712350032268,6.764274992218208,21.875,12.5,21.875,2.508908958621347,0.1851938672099201,1,7.299970517881673,3.125,0.8389480556440787,0.14732280022762723,0.013728850810008235,-2.4899823574722193
0,-87,578.9,86.15402407401479,92.59311062845917,511872.0,0.0,578.9,0.3646143858557074,0.7603276244723821,3.0599475934434337,0.004026430653012258,2.6885808418232306,6.445511961905192,6.198444559547025,5.170134809348196,6.319139287527769,18.75,6.25,18.75,2.2150447224661423,0.16149653737803515,1,8.392261303680629,3.125,0.8910651199172734,0.09121030663868553,0.01772441211327025,-2.352607078550686
0,-91,495.79999999999995,82.64742324870599,77.04569053716924,408532.31999999995,0.0,495.79999999999995,0.3278648759372388,0.6533348525813703,2.494760577526477,0.0037197137355251806,2.407284306250187,4.689939278569612,5.57370289093306,5.909051623736724,6.806065828628664,21.875,6.25,21.875,2.2939239722531917,0.18264916853839083,1,7.609088839742606,3.125,0.8724086427645068,0.10877458972095871,0.018816588100625822,-2.212116714037471
