label,packet_num,rssi,mean_amp,std_amp,max_amp,min_amp,median_amp,energy,rolling_mean_50,rolling_std_50,rolling_max_50,rolling_min_50,rolling_energy_50,derivative,derivative_abs,derivative_squared,cumulative_mean,cumulative_std,cumulative_min,cumulative_max,autocorr_lag_1,autocorr_diff_lag_1,autocorr_ratio_lag_1,autocorr_lag_5,autocorr_diff_lag_5,autocorr_ratio_lag_5,autocorr_lag_10,autocorr_diff_lag_10,autocorr_ratio_lag_10,autocorr_lag_20,autocorr_diff_lag_20,autocorr_ratio_lag_20,autocorr_lag_50,autocorr_diff_lag_50,autocorr_ratio_lag_50
1,3895,-85,14.259374999999999,11.385019196706478,69.9,0.0,16.049999999999997,21308.7,,,,,,,,,14.259374999999999,,14.259374999999999,14.259374999999999,,,,,,,,,,,,,,,
1,3896,-87,13.090625,13.52787306302713,99.0,0.0,11.350000000000001,22679.54,,,,,,-1.1687499999999993,1.1687499999999993,1.3659765624999984,13.674999999999999,0.8264310505117769,13.090625,14.259374999999999,14.259374999999999,-1.1687499999999993,0.9180363151935962,,,,,,,,,,,,
1,3897,-85,13.078125,10.877520810569614,69.9,0.0,15.6,18518.9,,,,,,-0.01249999999999929,0.01249999999999929,0.00015624999999998225,13.476041666666665,0.6784153564250535,13.078125,14.259374999999999,13.090625,-0.01249999999999929,0.9990450418490301,,,,,,,,,,,,
1,3898,-86,13.8421875,11.004626934378273,69.9,0.0,14.9,20013.31,,,,,,0.7640624999999996,0.7640624999999996,0.5837915039062495,13.567578124999999,0.5833929122290243,13.078125,14.259374999999999,13.078125,0.7640624999999996,1.0584228581373203,,,,,,,,,,,,
1,3899,-84,15.2375,10.855665283620347,69.9,0.0,14.8,22401.72,,,,,,1.395312500000001,1.395312500000001,1.946896972656253,13.9015625,0.9016586278908448,13.078125,15.2375,13.8421875,1.395312500000001,1.100801365333235,,,,,,,,,,,,
1,3900,-88,12.123437500000001,10.680161840234154,69.9,0.0,9.45,16706.79,,,,,,-3.1140624999999993,3.1140624999999993,9.697385253906246,13.605208333333332,1.085055472132262,12.123437500000001,15.2375,15.2375,-3.1140624999999993,0.7956316130840616,14.259374999999999,-2.135937499999997,0.8502081367375405,,,,,,,,,
1,3901,-80,10.626562499999999,9.601305936360625,69.9,0.0,10.4,13126.970000000003,,,,,,-1.4968750000000028,1.4968750000000028,2.2406347656250083,13.1796875,1.4995322621432106,10.626562499999999,15.2375,12.123437500000001,-1.4968750000000028,0.8765304084315682,13.090625,-2.4640625000000007,0.811768856584857,,,,,,,,,
1,3902,-82,17.584375,11.589545649393465,69.9,0.0,20.0,28385.78,,,,,,6.957812500000003,6.957812500000003,48.41115478515629,13.7302734375,2.086271281063222,10.626562499999999,17.584375,10.626562499999999,6.957812500000003,1.654756497714431,13.078125,4.506250000000001,1.3445638159473308,,,,,,,,,
1,3903,-83,16.2140625,11.31036398601273,69.9,0.0,17.1,25012.49,,,,,,-1.3703125000000007,1.3703125000000007,1.877756347656252,14.006250000000001,2.1198890167552116,10.626562499999999,17.584375,17.584375,-1.3703125000000007,0.9220720996866764,13.8421875,2.371875000000001,1.1713510836816015,,,,,,,,,
1,3904,-82,14.9375,10.78250173892868,69.9,0.0,16.3,21721.04,,,,,,-1.2765625000000007,1.2765625000000007,1.6296118164062519,14.099375,2.0202293448771553,10.626562499999999,17.584375,16.2140625,-1.2765625000000007,0.9212681324456389,15.2375,-0.3000000000000007,0.9803116665915231,,,,,,,,,
1,3905,-82,12.598437500000001,9.86603219681518,69.9,0.0,13.4,16387.79,,,,,,-2.339062499999999,2.339062499999999,5.471213378906245,13.962926136363636,1.9692625933523205,10.626562499999999,17.584375,14.9375,-2.339062499999999,0.8434099853784112,12.123437500000001,0.47499999999999964,1.0391802210239283,14.259374999999999,-1.6609374999999975,0.8835195523282368,,,,,,
1,3906,-83,13.7375,10.400307988228041,69.9,0.0,15.75,19000.66,,,,,,1.1390624999999996,1.1390624999999996,1.2974633789062493,13.944140625000001,1.8787455634370065,10.626562499999999,17.584375,12.598437500000001,1.1390624999999996,1.0904129110921168,10.626562499999999,3.110937500000002,1.2927509443669163,13.090625,0.6468750000000014,1.0494150547116694,,,,,,
1,3907,-86,15.58125,10.876233766221652,69.9,0.0,18.9,23108.340000000004,,,,,,1.84375,1.84375,3.3994140625,14.070072115384617,1.8551841170009942,10.626562499999999,17.584375,13.7375,1.84375,1.1342128382738608,17.584375,-2.0031250000000007,0.8860848971837271,13.078125,2.5031250000000007,1.1913977583638513,,,,,,
1,3908,-82,15.00625,11.013384967279588,69.9,0.0,16.200000000000003,22174.86,,,,,,-0.5750000000000011,0.5750000000000011,0.3306250000000012,14.136941964285715,1.799878719282267,10.626562499999999,17.584375,15.58125,-0.5750000000000011,0.9630966088666436,16.2140625,-1.207812500000001,0.9255082786619158,13.8421875,1.1640625,1.0840951920283415,,,,,,
1,3909,-88,12.05,10.687653507669491,69.9,0.0,12.2,16603.420000000002,,,,,,-2.956249999999999,2.956249999999999,8.739414062499995,13.9978125,1.816183122816276,10.626562499999999,17.584375,15.00625,-2.956249999999999,0.8029986970096663,14.9375,-2.8874999999999993,0.806694506664803,15.2375,-3.1875,0.7908120892001911,,,,,,
1,3910,-85,16.0875,11.931228719205748,69.9,0.0,19.1,25674.36,,,,,,4.037499999999998,4.037499999999998,16.30140624999998,14.12841796875,1.8307223552578957,10.626562499999999,17.584375,12.05,4.037499999999998,1.3350621298703627,12.598437500000001,3.4890624999999975,1.2769439641269826,12.123437500000001,3.964062499999997,1.3269750162051797,,,,,,
1,3911,-92,6.7296875,8.922980858566477,69.9,0.0,5.7,7994.130000000001,,,,,,-9.357812499999998,9.357812499999998,87.56865478515621,13.693198529411765,2.5223291115727835,6.7296875,17.584375,16.0875,-9.357812499999998,0.4183177673151349,13.7375,-7.007812500000001,0.48987712539565964,10.626562499999999,-3.8968749999999988,0.633289162578288,,,,,,
1,3912,-72,15.948437499999999,11.71892156124418,43.9,0.0,17.25,25067.89,,,,,,9.21875,9.21875,84.9853515625,13.818489583333333,2.5040889842813994,6.7296875,17.584375,6.7296875,9.21875,2.369862661548153,15.58125,0.3671874999999982,1.0235659190651636,17.584375,-1.6359375000000025,0.9069663603644507,,,,,,
