condition,total_packets,valid_packets,mean_amp_mean,mean_amp_std,mean_amp_var,mean_amp_range,rssi_mean,rssi_std,rolling_mean_mean,rolling_std_mean,derivative_mean,derivative_abs_mean,derivative_max,derivative_min,derivative_std,autocorr_stability,autocorr_ratio_mean,autocorrelation_lag1,trend_slope,trend_intercept,num_significant_changes,change_rate,coefficient_variation,mssd,pct_within_1std,hurst_estimate
Baseline,1283,1209,13.478552464925954,4.370501399042607,19.101282479033383,33.401562500000004,-80.33359314107561,12.167808162853442,13.471012965964343,3.9295459330412,-0.0036381142745709927,3.226354085413416,29.2265625,-20.35625,4.690239182417152,5.816319694880282,1.105586433011175,0.42410157069058246,-0.0016794884065724084,14.555104533538866,103,0.08028059236165237,0.32425596785408584,21.981197429781957,60.71706936866719,0.6779068491066371
Healthy,1505,1431,14.267794850498339,3.6640419434430305,13.425203363309778,34.46875,-80.51229235880399,10.211266416530474,14.218009894402472,3.3539361103298564,0.004071434507978742,3.1029057928856383,23.134375000000002,-22.257812500000004,4.289133961707533,4.7680787777179905,1.0724124815483511,0.314666423963327,0.0011657434342030397,13.39115578797765,88,0.05847176079734219,0.2568050441592949,18.384454889500393,68.43853820598007,0.6981024275904537
Diseased,1370,1296,17.448518476277375,3.8809600016995542,15.061850534791803,58.135937500000004,-69.2941605839416,12.575628141146318,17.439371214988643,3.3914094620218305,0.004064326150474818,2.627210783418554,43.3875,-42.371875,4.532051200813027,5.417108879831894,1.0596696016219636,0.31836414361751963,-0.0009006378522314316,18.065005086129787,61,0.04452554744525548,0.2224234558683344,20.524501327169126,82.7007299270073,0.6373717394141298
